"AIRPORT","AIRPORT_ID","LATITUDE","LONGITUDE","Closest_Station","Closest_Distance"
"TWF",15389,42.48194444,-114.487222225,"USW00094178",0.879759062593916
"TXK",15401,33.4554629633333,-93.9898148166667,"USW00013977",0.199888942826916
"TYR",15411,32.354074075,-95.402083335,"USW00013972",0.531402421372146
"TYS",15412,35.810648145,-83.9942592616667,"USW00013891",1.12623743143639
"UIN",15454,39.94316667,-91.194999996,"USW00093989",0.679109314223914
"USA",12544,35.38777778,-80.70916667,"USW00063801",0.278332623422985
"VCT",15569,28.8525925933333,-96.91722222,"USW00012912",1.66197048740209
"VEL",15582,40.43861111,-109.510555556667,"USW00094030",0.534060480265354
"VLD",15607,30.781805555,-83.276527775,"USW00093845",0.651387634499533
"VPS",15624,30.48333333,-86.52527778,"USW00013858",0.821976011611077
"WRG",15841,56.48444444,-132.368194445,"USW00025338",1.71494042916855
"XNA",15919,36.281777778,-94.307444444,"USW00053922",0.949581160615849
"XWA",16869,48.260277775,-103.750833335,"USW00094099",0.741866231740585
"YAK",15991,59.50625,-139.66,"USW00025339",0.911007854224854
"YKM",16101,46.5675,-120.540972225,"USW00024243",0.607205240311594
"YNG",16133,41.260222222,-80.677722224,"USW00014852",0.704120355310015
"YUM",16218,32.65666667,-114.60597222,"USW00023195",1.24789705613989
