Feature,Coefficient
Dest_EGE,0.002095655565562878
Dest_EKO,-0.00020795894373580264
Dest_ELM,-0.0002891329041114951
Dest_ELP,0.0029461034373396244
Dest_ERI,-0.0004402323832977902
Dest_ESC,0.00016787099385496415
Dest_EUG,0.0031239653078556236
Dest_EVV,-0.0008570514703641518
Dest_EWN,0.0007091674432498074
Dest_EWR,0.03913967104112461
Dest_EYW,0.0022042468561909233
Dest_FAI,-0.006230111206289492
Dest_FAR,-0.00449593646994123
Dest_FAT,-0.0004539485964607898
Dest_FAY,-0.00028416215097273184
Dest_FCA,-0.0011121163868202122
Dest_FLG,0.0016425810022679937
Dest_FLL,0.011880055664898604
Dest_FLO,0.0003231157217644007
Dest_FNT,-0.001127053721019767
Dest_FOD,7.550358492671988e-05
Dest_FSD,0.0030096357763185087
Dest_FSM,0.0001187637330470331
Dest_FWA,-0.002851859207673976
Dest_GCC,0.00016851829616442842
Dest_GCK,-0.00011188706674486741
Dest_GEG,-0.009868876950305373
Dest_GFK,-0.001994875639248595
Dest_GGG,6.256920138601622e-05
Dest_GJT,-0.0005120516216756798
Dest_GNV,-0.0002884382770914998
Dest_GPT,0.00022740344136140022
Dest_GRB,-0.004448230560878338
Dest_GRI,-0.0002971924891029642
Dest_GRK,0.00041713880199268337
Dest_GRR,-0.007255437808145365
Dest_GSO,-0.0011337093857157554
Dest_GSP,-0.0007513426718227055
Dest_GTF,-0.002171679174077559
Dest_GTR,-0.0002669215385767438
Dest_GUC,0.0008490047267912858
Dest_GUM,-7.868725214250265e-05
Dest_HDN,0.0003329786663346861
Dest_HGR,7.777747370234452e-05
Dest_HHH,0.00045171488345585907
Dest_HIB,-0.0006751784484675057
Dest_HLN,-0.0008774723068948011
Dest_HNL,0.012868288257346113
Dest_HOB,-5.1616617141069336e-05
Dest_HOU,0.01204204746581849
Dest_HPN,0.0005255895173911846
Dest_HRL,0.0007939810527709944
Dest_HSV,-0.0004347483953630164
Dest_HTS,2.021451584928719e-05
Dest_HVN,0.0002855953298322419
Dest_HYS,-0.00011663987820837942
Dest_IAD,-0.003801324692560089
Dest_IAG,0.0003524196596807596
Dest_IAH,0.02143219751672158
Dest_ICT,-0.003919961124116132
Dest_IDA,-0.0011504010776942394
Dest_IFP,-1.4826015873791961e-05
Dest_ILG,-1.0946410151274661e-05
Dest_ILM,0.0005755604382364082
Dest_IMT,-0.0004743831036661808
Dest_IND,-0.016555772682133194
Dest_INL,-0.00029421527048755614
Dest_IPT,0.0003767314062936122
Dest_ISN,-0.00022918230666249604
Dest_ISP,0.0020130301379491155
Dest_ITH,-0.0004690535581829038
Dest_ITO,0.00047577549145783705
Dest_JAC,-0.0024131536288988474
Dest_JAN,-0.00012963027409872808
Dest_JAX,0.00018625410207758874
Dest_JFK,-0.008959349086320022
Dest_JHM,0.0026556531068409853
Dest_JLN,0.00039042727625283804
Dest_JMS,0.0002554297791227546
Dest_JNU,-0.0009631542655557944
Dest_JST,0.0003468511860319995
Dest_KOA,0.0023671207753706174
Dest_KTN,-0.0007470701062704431
Dest_LAN,-0.002590115116670977
Dest_LAR,0.0008245758407882364
Dest_LAS,0.014424144477675675
Dest_LAW,0.0012467567834754817
Dest_LAX,0.007867620549391833
Dest_LBB,0.0013679958233236652
Dest_LBE,1.3510807989074108e-05
Dest_LBF,0.0004118567271472215
Dest_LBL,0.0004458692249339808
Dest_LCH,0.0008643709083156781
Dest_LCK,2.635550106343235e-05
Dest_LEX,-0.003188357934227571
Dest_LFT,0.00018234932217716128
Dest_LGA,0.015108961996978434
Dest_LGB,0.004425196009060133
Dest_LIH,0.004826200657877054
Dest_LIT,-0.0022180160301710746
Dest_LNK,-0.0003619000853417302
Dest_LNY,3.2190941105114725e-05
Dest_LRD,0.000598480741028776
Dest_LSE,-0.001575306960519348
Dest_LWB,0.0004855763572004155
Dest_LWS,-0.00035103324851397025
Dest_LYH,0.0002968815840296267
Dest_MAF,0.0027879504183986967
Dest_MBS,-0.0017273746939756207
Dest_MCI,-0.0057768863800613844
Dest_MCO,0.033171990020045054
Dest_MCW,-0.00010463813990556925
Dest_MDT,-0.0026624515618000346
Dest_MDW,0.02886337578347265
Dest_MEI,9.77471127907401e-05
Dest_MEM,-0.001463523296588346
Dest_MFE,0.0005855109796227026
Dest_MFR,0.0011149109950586908
Dest_MGM,8.519261792181977e-05
Dest_MHK,-0.0004139472336638389
Dest_MHT,0.001735407428099561
Dest_MIA,0.009501790518127445
Dest_MKE,-0.00936113286777844
Dest_MKG,0.00025994380380602104
Dest_MKK,3.2418445189257455e-05
Dest_MLB,0.0003338544149886031
Dest_MLI,-0.0009577713830108031
Dest_MLU,-0.00036752219246890215
Dest_MMH,0.0008926942613283833
Dest_MOB,-0.0005076434472514222
Dest_MOT,-0.0015976517984019128
Dest_MQT,0.0011247166484013558
Dest_MRY,0.000589667350871788
Dest_MSN,-0.008593666056981041
Dest_MSO,-0.0016610627708469295
Dest_MSP,-0.07218125613253641
Dest_MSY,0.006511594132868833
Dest_MTJ,0.0004418703879280228
Dest_MYR,0.0014241639039998114
Dest_OAJ,0.00038497245125333025
Dest_OAK,0.013807689705017234
Dest_OGD,0.00011666936388253312
Dest_OGG,0.004132858420727609
Dest_OGS,0.0007300787309381611
Dest_OKC,-0.003897722032041245
Dest_OMA,-0.010865554637311786
Dest_OME,-0.0006429417474949038
Dest_ONT,0.0029380543580745993
Dest_ORD,-0.06559455983946323
Dest_ORF,0.0015872791212683023
Dest_ORH,0.00036832484521148376
Dest_OTH,0.0003661844054033744
Dest_OTZ,-0.0013357095489139144
Dest_OWB,3.364717599583669e-05
Dest_PAE,0.0039612181961818415
Dest_PAH,0.00021444423972591788
Dest_PBG,0.0006704325769512771
Dest_PBI,0.007511081744067822
Dest_PDX,0.004514281477497819
Dest_PGD,0.001933029444362817
Dest_PGV,0.0011304996547582408
Dest_PHF,8.046251724484071e-05
Dest_PHL,-0.01208108012939686
Dest_PHX,0.020466180804740792
Dest_PIA,-0.0005821152297967934
Dest_PIB,0.00036035147518645704
Dest_PIE,0.0004596802938610093
Dest_PIH,-0.0005034111948581084
Dest_PIR,8.737490406852227e-05
Dest_PIT,-0.010951651842107966
Dest_PLN,-2.8204773374145e-05
Dest_PNS,0.0008156906826486286
Dest_PPG,-1.664352609795759e-05
Dest_PQI,0.00020448674496969371
Dest_PRC,-9.549493315887538e-05
Dest_PSC,-2.5845362075436454e-06
Dest_PSE,0.000331036393287755
Dest_PSG,-0.0001569866535305892
Dest_PSM,4.032583324788498e-05
Dest_PSP,0.005147727413814767
Dest_PUB,0.0002687690283562581
Dest_PUW,0.0007806796453000023
Dest_PVD,0.0018189816654397637
Dest_PVU,0.0015361840619594863
Dest_PWM,0.0006692431287476569
Dest_RAP,-0.00017823447036200235
Dest_RDD,0.0001711600751349062
Dest_RDM,0.0019158923196918507
Dest_RDU,0.0029586769408767553
Dest_RFD,-0.0002393254453017496
Dest_RHI,-0.0009192904789404846
Dest_RIC,-0.0019027467610795749
Dest_RIW,0.00022710580573369644
Dest_RKS,0.0004042440081587049
Dest_RNO,0.0013628140177809498
Dest_ROA,0.0004647175107270134
Dest_ROC,-0.0043767753665409125
Dest_ROP,-1.5215292989939694e-05
Dest_ROW,6.379419582108765e-06
Dest_RST,-0.0029718972972379927
Dest_RSW,0.006215579698898708
Dest_SAF,0.00030057900039973497
Dest_SAN,0.022907067644582713
Dest_SAT,0.0018172261393362573
Dest_SAV,0.00231213092168531
Dest_SBA,0.0023531055228570245
Dest_SBN,-0.0031283198959733615
Dest_SBP,0.0010009344622957826
Dest_SBY,-0.00011631566922891012
Dest_SCC,-0.002694998275917371
Dest_SCE,-0.001023618002191845
Dest_SCK,0.0001867983162535514
Dest_SDF,-0.004125265429981369
Dest_SEA,0.021467910897577654
Dest_SFB,0.002360210229064313
Dest_SFO,0.027957562741246673
Dest_SGF,-0.0017525474291098923
Dest_SGU,-0.0010180361236074701
Dest_SHD,0.00034595692991078246
Dest_SHR,4.19546361217137e-06
Dest_SHV,0.00014467016685380002
Dest_SIT,-0.0002277360932135979
Dest_SJC,0.014275166876763465
Dest_SJT,-2.2591914768803164e-05
Dest_SJU,0.0025176163621686825
Dest_SLC,-0.047115380567595344
